GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
6650	1.48e-02	7.25e-03	0.08	2.685228	0.214811	534.52	CAPN15	calpain 15
5289	1.48e-02	7.25e-03	0.0691	2.684925	0.185418	733.55	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3
4200	1.48e-02	7.26e-03	0.0722	2.684609	0.193878	721.49	ME2	malic enzyme 2
3068	1.48e-02	7.27e-03	0.0475	-2.684247	-0.127481	2994.06	HDGF	heparin binding growth factor
91614	1.49e-02	7.31e-03	0.1468	2.682565	0.393812	137.73	DEPDC7	DEP domain containing 7
3597	1.49e-02	7.32e-03	0.0493	2.681918	0.132285	1833.48	IL13RA1	interleukin 13 receptor subunit alpha 1
100652772	1.49e-02	7.33e-03	0.1482	-2.681564	-0.397513	145.27	NNT-AS1	NNT antisense RNA 1
80700	1.49e-02	7.33e-03	0.0523	-2.681462	-0.140111	1502.41	UBXN6	UBX domain protein 6
5203	1.49e-02	7.34e-03	0.0962	2.681178	0.258052	351.7	PFDN4	prefoldin subunit 4
902	1.49e-02	7.34e-03	0.0746	2.680824	0.200112	721.26	CCNH	cyclin H
57533	1.50e-02	7.36e-03	0.0848	-2.680096	-0.227269	453.54	TBC1D14	TBC1 domain family member 14
100861548	1.50e-02	7.37e-03	0.0625	2.679786	0.167509	907.34	PINK1-AS	PINK1 antisense RNA
92715	1.50e-02	7.39e-03	0.1159	2.678732	0.310368	265.4	DPH7	diphthamide biosynthesis 7
105373195	1.50e-02	7.39e-03	0.5859	-2.678743	-1.569476	10.44	LOC105373195	uncharacterized LOC105373195
57666	1.50e-02	7.40e-03	0.0878	2.678266	0.235109	391.75	FBRSL1	fibrosin like 1
126375	1.50e-02	7.40e-03	0.2994	-2.678282	-0.801781	35.03	ZNF792	zinc finger protein 792
55088	1.50e-02	7.40e-03	0.0879	2.678179	0.235472	508.05	CCDC186	coiled-coil domain containing 186
55831	1.51e-02	7.42e-03	0.0753	2.677544	0.201749	651.11	EMC3	ER membrane protein complex subunit 3
51171	1.51e-02	7.43e-03	0.4799	-2.676711	-1.284476	14.74	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14
1763	1.51e-02	7.44e-03	0.1853	-2.676502	-0.495967	99.86	DNA2	DNA replication helicase/nuclease 2
387921	1.51e-02	7.44e-03	0.1275	-2.676451	-0.341377	223.41	NHLRC3	NHL repeat containing 3
79090	1.51e-02	7.46e-03	0.2353	-2.675775	-0.629499	54.47	TRAPPC6A	trafficking protein particle complex subunit 6A
2011	1.51e-02	7.46e-03	0.0828	2.675662	0.221552	516.34	MARK2	microtubule affinity regulating kinase 2
3770	1.52e-02	7.47e-03	0.3622	2.675183	0.968819	23.07	KCNJ14	potassium inwardly rectifying channel subfamily J member 14
102723458	1.52e-02	7.47e-03	0.0989	-2.674952	-0.264536	324.29	LOC102723458	uncharacterized LOC102723458
374819	1.52e-02	7.50e-03	0.1871	-2.673806	-0.500385	87.11	LRRC37A3	leucine rich repeat containing 37 member A3
57037	1.52e-02	7.50e-03	0.0912	-2.673565	-0.243764	397.6	ANKMY2	ankyrin repeat and MYND domain containing 2
114819	1.53e-02	7.52e-03	0.2144	-2.672859	-0.573046	71.95	CROCCP3	CROCC pseudogene 3
115290	1.53e-02	7.53e-03	0.0962	-2.672578	-0.25706	332.27	FBXO17	F-box protein 17
9525	1.53e-02	7.54e-03	0.0602	-2.671837	-0.160726	1066.96	VPS4B	vacuolar protein sorting 4 homolog B
100289580	1.53e-02	7.55e-03	0.144	2.671753	0.384734	149.42	LOC100289580	uncharacterized LOC100289580
5936	1.53e-02	7.55e-03	0.0762	2.67143	0.203489	658.75	RBM4	RNA binding motif protein 4
27252	1.53e-02	7.56e-03	0.0733	2.671077	0.195908	634.32	KLHL20	kelch like family member 20
55173	1.54e-02	7.57e-03	0.0657	2.670682	0.175566	852.68	MRPS10	mitochondrial ribosomal protein S10
26778	1.54e-02	7.57e-03	0.2392	2.670662	0.638854	55.74	SNORA70	small nucleolar RNA, H/ACA box 70
55347	1.54e-02	7.58e-03	0.0907	-2.670245	-0.242266	403.3	ABHD10	abhydrolase domain containing 10, depalmitoylase
100129842	1.54e-02	7.59e-03	0.1849	-2.669924	-0.493559	97.06	ZNF737	zinc finger protein 737
152302	1.54e-02	7.61e-03	0.1782	2.668996	0.475723	91.88	CIDECP1	CIDEC pseudogene 1
9149	1.54e-02	7.61e-03	0.1265	-2.668849	-0.337554	203.37	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B
3176	1.55e-02	7.64e-03	0.1554	-2.667693	-0.414682	134.16	HNMT	histamine N-methyltransferase
7799	1.55e-02	7.64e-03	0.071	2.66759	0.189467	660.94	PRDM2	PR/SET domain 2
2996	1.55e-02	7.65e-03	0.2519	-2.667266	-0.671985	58.05	GYPE	glycophorin E (MNS blood group)
54438	1.55e-02	7.65e-03	0.1522	2.667133	0.40588	146.57	GFOD1	glucose-fructose oxidoreductase domain containing 1
102724584	1.55e-02	7.66e-03	0.7382	-2.666671	-1.968582	7.09	LOC102724584	
112268184	1.56e-02	7.69e-03	0.0925	-2.665206	-0.24653	365.6	KPNB1-DT	KPNB1 divergent transcript
729683	1.56e-02	7.71e-03	0.3033	2.664659	0.808322	30.76	LOC729683	uncharacterized LOC729683
64110	1.56e-02	7.72e-03	0.0813	2.664163	0.216703	492.29	MAGEF1	MAGE family member F1
400793	1.57e-02	7.76e-03	0.6021	-2.662387	-1.603151	10.07	C1orf226	chromosome 1 open reading frame 226
105378281	1.57e-02	7.76e-03	0.4916	-2.662378	-1.308701	13.42	LOC105378281	uncharacterized LOC105378281
79042	1.57e-02	7.76e-03	0.0882	-2.662377	-0.234942	446.98	TSEN34	tRNA splicing endonuclease subunit 34
23600	1.57e-02	7.76e-03	0.1343	2.662147	0.357423	160.5	AMACR	alpha-methylacyl-CoA racemase
55734	1.57e-02	7.77e-03	0.1029	2.662118	0.27404	296.03	ZFP64	ZFP64 zinc finger protein
79087	1.57e-02	7.77e-03	0.111	-2.662091	-0.295565	249.9	ALG12	ALG12 alpha-1,6-mannosyltransferase
114884	1.57e-02	7.78e-03	0.0844	2.661586	0.224645	456.96	OSBPL10	oxysterol binding protein like 10
56171	1.58e-02	7.79e-03	0.4648	-2.660885	-1.236733	15.44	DNAH7	dynein axonemal heavy chain 7
253143	1.58e-02	7.81e-03	0.0792	2.660165	0.210732	714.87	PRR14L	proline rich 14 like
2767	1.58e-02	7.81e-03	0.0507	2.660075	0.134802	1837.53	GNA11	G protein subunit alpha 11
6048	1.59e-02	7.86e-03	0.1056	2.657977	0.280683	275.88	RNF5	ring finger protein 5
51182	1.59e-02	7.86e-03	0.0844	2.657882	0.224437	485.86	HSPA14	heat shock protein family A (Hsp70) member 14
100506901	1.59e-02	7.87e-03	0.1983	-2.657704	-0.526951	75.08	LL0XNC01-250H12.3	uncharacterized LL0XNC01-250H12.3
7798	1.59e-02	7.87e-03	0.0518	2.657448	0.137693	1464.06	LUZP1	leucine zipper protein 1
2139	1.60e-02	7.90e-03	0.1527	2.656337	0.405495	140.34	EYA2	EYA transcriptional coactivator and phosphatase 2
3299	1.60e-02	7.90e-03	0.2253	-2.656211	-0.598533	57.87	HSF4	heat shock transcription factor 4
51377	1.60e-02	7.91e-03	0.0818	2.655965	0.217266	480.05	UCHL5	ubiquitin C-terminal hydrolase L5
5707	1.60e-02	7.91e-03	0.0457	2.655722	0.121318	2107.39	PSMD1	proteasome 26S subunit, non-ATPase 1
90246	1.60e-02	7.91e-03	0.4141	-2.655687	-1.099672	18.36	LOC90246	uncharacterized LOC90246
80728	1.60e-02	7.92e-03	0.176	2.655522	0.467264	94.64	ARHGAP39	Rho GTPase activating protein 39
56981	1.60e-02	7.93e-03	0.3535	-2.655137	-0.938499	25.54	PRDM11	PR/SET domain 11
79912	1.60e-02	7.93e-03	0.0709	2.654879	0.188303	718.37	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
100874006	1.60e-02	7.93e-03	0.1468	2.654911	0.389622	137.12	TTC3-AS1	TTC3 antisense RNA 1
7551	1.60e-02	7.94e-03	0.0867	2.654648	0.230085	419.57	ZNF3	zinc finger protein 3
29082	1.61e-02	7.96e-03	0.0825	2.653728	0.219047	477.82	CHMP4A	charged multivesicular body protein 4A
105377359	1.61e-02	7.97e-03	0.3802	2.653329	1.008757	20	LOC105377359	
79172	1.61e-02	7.99e-03	0.0836	-2.652528	-0.221723	460.51	CENPO	centromere protein O
219970	1.61e-02	7.99e-03	0.2661	-2.652468	-0.705927	43.57	GLYATL2	glycine-N-acyltransferase like 2
101928895	1.61e-02	8.00e-03	0.4393	-2.652096	-1.165109	16.34	LINC01786	long intergenic non-protein coding RNA 1786
100132815	1.62e-02	8.02e-03	0.2658	-2.65129	-0.704841	44.1	IPO5P1	importin 5 pseudogene 1
25828	1.62e-02	8.02e-03	0.0818	-2.651027	-0.21677	567.58	TXN2	thioredoxin 2
79567	1.62e-02	8.03e-03	0.0592	2.650953	0.15681	1040.85	RIPOR1	RHO family interacting cell polarization regulator 1
91445	1.62e-02	8.03e-03	0.0732	2.650782	0.193959	714.72	RNF185	ring finger protein 185
151534	1.62e-02	8.03e-03	0.3621	-2.650654	-0.959797	23.76	LBX2-AS1	LBX2 antisense RNA 1
106635540	1.62e-02	8.03e-03	0.1462	2.650663	0.387395	144.9	SNORA105B	small nucleolar RNA, H/ACA box 105B
112268412	1.62e-02	8.04e-03	0.3559	-2.650491	-0.943267	24.29	LOC112268412	uncharacterized LOC112268412
3646	1.62e-02	8.04e-03	0.0433	2.650505	0.114791	3099.91	EIF3E	eukaryotic translation initiation factor 3 subunit E
30849	1.62e-02	8.04e-03	0.0842	-2.650308	-0.22308	463.49	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
3337	1.62e-02	8.04e-03	0.0559	-2.650176	-0.148273	1504.73	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
84163	1.62e-02	8.05e-03	0.1341	-2.649914	-0.355471	179.85	GTF2IRD2	GTF2I repeat domain containing 2
54840	1.63e-02	8.07e-03	0.0916	2.649141	0.24272	364.36	APTX	aprataxin
83636	1.63e-02	8.08e-03	0.0797	2.648874	0.211111	506.25	C19orf12	chromosome 19 open reading frame 12
51654	1.63e-02	8.08e-03	0.113	2.648581	0.299363	232.77	CDK5RAP1	CDK5 regulatory subunit associated protein 1
23385	1.63e-02	8.09e-03	0.0465	2.64825	0.12318	2555.95	NCSTN	nicastrin
54941	1.63e-02	8.09e-03	0.5621	-2.648176	-1.488644	11.03	RNF125	ring finger protein 125
91801	1.63e-02	8.10e-03	0.1201	2.647989	0.317977	219.9	ALKBH8	alkB homolog 8, tRNA methyltransferase
56204	1.63e-02	8.10e-03	0.0944	-2.647869	-0.249865	361.1	ATOSA	atos homolog A
7224	1.63e-02	8.10e-03	0.6546	-2.647751	-1.73332	8.71	TRPC5	transient receptor potential cation channel subfamily C member 5
114112	1.63e-02	8.12e-03	0.1545	-2.647201	-0.408999	123.4	TXNRD3	thioredoxin reductase 3
151649	1.64e-02	8.13e-03	0.1653	2.646537	0.437384	106.5	PP2D1	protein phosphatase 2C like domain containing 1
84084	1.64e-02	8.13e-03	0.2179	2.646471	0.576536	63.98	RAB6C	RAB6C, member RAS oncogene family
144097	1.65e-02	8.18e-03	0.1018	2.644344	0.269296	328.85	SPINDOC	spindlin interactor and repressor of chromatin binding
107985017	1.65e-02	8.23e-03	0.3877	-2.6425	-1.024562	21.98	LOC107985017	uncharacterized LOC107985017
101927486	1.66e-02	8.27e-03	0.4939	-2.640887	-1.304448	13.41	LOC101927486	uncharacterized LOC101927486
221143	1.66e-02	8.27e-03	0.1829	-2.640838	-0.483029	87.77	EEF1AKMT1	EEF1A lysine methyltransferase 1
727866	1.67e-02	8.29e-03	0.1136	2.64022	0.299806	230.07	FAM156B	family with sequence similarity 156 member B
169200	1.67e-02	8.29e-03	0.0819	2.640037	0.216287	464.93	TMEM64	transmembrane protein 64
54809	1.67e-02	8.30e-03	0.0364	2.639772	0.096099	7502.08	SAMD9	sterile alpha motif domain containing 9
55037	1.67e-02	8.33e-03	0.066	-2.638331	-0.174249	792.69	PTCD3	pentatricopeptide repeat domain 3
6804	1.67e-02	8.34e-03	0.1382	2.638174	0.364561	154.14	STX1A	syntaxin 1A
2846	1.68e-02	8.34e-03	0.6198	-2.637903	-1.634954	9.23	LPAR4	lysophosphatidic acid receptor 4
29089	1.68e-02	8.37e-03	0.1321	-2.63688	-0.34825	226.54	UBE2T	ubiquitin conjugating enzyme E2 T
387923	1.68e-02	8.37e-03	0.2107	-2.63672	-0.555555	66.88	SERP2	stress associated endoplasmic reticulum protein family member 2
1468	1.68e-02	8.37e-03	0.219	-2.636733	-0.577517	64.6	SLC25A10	solute carrier family 25 member 10
746	1.68e-02	8.39e-03	0.0861	2.636109	0.22705	472.8	TMEM258	transmembrane protein 258
81570	1.69e-02	8.40e-03	0.1119	2.635554	0.294822	251.02	CLPB	caseinolytic mitochondrial matrix peptidase chaperone subunit B
161342	1.69e-02	8.40e-03	0.6536	-2.635594	-1.722664	8.43	LINC00519	long intergenic non-protein coding RNA 519
101752399	1.70e-02	8.46e-03	0.1601	-2.63326	-0.42171	128.68	STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB readthrough
84334	1.70e-02	8.46e-03	0.0938	2.6332	0.246932	390.99	COA8	cytochrome c oxidase assembly factor 8
10301	1.70e-02	8.46e-03	0.1834	2.633123	0.482892	99.29	DLEU1	deleted in lymphocytic leukemia 1
51097	1.70e-02	8.46e-03	0.0648	-2.632989	-0.170545	942.97	SCCPDH	saccharopine dehydrogenase (putative)
7638	1.70e-02	8.47e-03	0.2401	-2.632902	-0.632216	51.5	ZNF221	zinc finger protein 221
646762	1.70e-02	8.48e-03	0.1572	2.63235	0.413806	116.17	LOC646762	uncharacterized LOC646762
23498	1.70e-02	8.50e-03	0.5743	-2.631594	-1.51137	10.53	HAAO	3-hydroxyanthranilate 3,4-dioxygenase
7283	1.71e-02	8.51e-03	0.0804	-2.631254	-0.211681	561.88	TUBG1	tubulin gamma 1
9583	1.71e-02	8.51e-03	0.0575	2.6312	0.151216	1172.26	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4
51260	1.71e-02	8.51e-03	0.0949	2.630983	0.249695	375.66	PBDC1	polysaccharide biosynthesis domain containing 1
56172	1.71e-02	8.53e-03	0.0659	-2.630298	-0.173295	1063.92	ANKH	ANKH inorganic pyrophosphate transport regulator
79258	1.72e-02	8.56e-03	0.2453	-2.629006	-0.644845	51.8	MMEL1	membrane metalloendopeptidase like 1
29958	1.72e-02	8.59e-03	0.5979	-2.627959	-1.571328	10.12	DMGDH	dimethylglycine dehydrogenase
220729	1.72e-02	8.60e-03	0.1467	-2.627394	-0.385547	139.65	SDHAP4	SDHA pseudogene 4
283869	1.72e-02	8.61e-03	0.3398	2.627328	0.892698	27.96	NPW	neuropeptide W
399979	1.72e-02	8.61e-03	0.0441	-2.627147	-0.115814	2508.69	SNX19	sorting nexin 19
255919	1.73e-02	8.61e-03	0.0979	2.627013	0.257304	338.71	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1
23616	1.73e-02	8.62e-03	0.1576	-2.626756	-0.413955	134.96	SH3BP1	SH3 domain binding protein 1
79612	1.73e-02	8.63e-03	0.1214	-2.626503	-0.318945	251.9	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit
285116	1.73e-02	8.63e-03	0.1187	2.626213	0.311601	213.34	AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1
84928	1.73e-02	8.64e-03	0.0884	2.625842	0.232097	395.4	TMEM209	transmembrane protein 209
387104	1.73e-02	8.66e-03	0.1152	-2.625221	-0.302493	239.11	SOGA3	SOGA family member 3
6453	1.73e-02	8.66e-03	0.0607	-2.625233	-0.159395	1074.55	ITSN1	intersectin 1
60678	1.73e-02	8.67e-03	0.1222	2.624799	0.320771	204.68	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific
4678	1.74e-02	8.68e-03	0.0622	-2.624317	-0.163352	1171.64	NASP	nuclear autoantigenic sperm protein
100506637	1.74e-02	8.69e-03	0.6078	-2.62392	-1.594826	9.6	PRKAR2A-AS1	PRKAR2A antisense RNA 1
55182	1.74e-02	8.70e-03	0.0731	-2.623729	-0.191725	637.06	RNF220	ring finger protein 220
55695	1.74e-02	8.70e-03	0.1187	2.623708	0.311329	212.39	NSUN5	NOP2/Sun RNA methyltransferase 5
59284	1.74e-02	8.72e-03	0.3969	-2.622661	-1.041004	21.56	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7
252839	1.75e-02	8.73e-03	0.0708	2.622301	0.185719	638.05	TMEM9	transmembrane protein 9
782	1.75e-02	8.74e-03	0.1326	2.622011	0.347804	168.15	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
6871	1.75e-02	8.74e-03	0.1027	2.621891	0.269368	295.47	TADA2A	transcriptional adaptor 2A
338799	1.75e-02	8.76e-03	0.2066	-2.621366	-0.541558	69.4	LINC01089	long intergenic non-protein coding RNA 1089
81562	1.75e-02	8.77e-03	0.1071	-2.620947	-0.280833	266.12	LMAN2L	lectin, mannose binding 2 like
105372064	1.75e-02	8.78e-03	0.2453	2.62051	0.64278	49.86	LOC105372064	uncharacterized LOC105372064
64760	1.76e-02	8.80e-03	0.0756	2.619718	0.197963	735.94	FHIP2B	FHF complex subunit HOOK interacting protein 2B
5305	1.76e-02	8.80e-03	0.0706	2.619755	0.184966	693.5	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
4794	1.76e-02	8.80e-03	0.1911	-2.619651	-0.500503	82.01	NFKBIE	NFKB inhibitor epsilon
6894	1.76e-02	8.81e-03	0.0914	-2.619264	-0.239483	434.27	TARBP1	TAR (HIV-1) RNA binding protein 1
79869	1.76e-02	8.82e-03	0.0588	2.618844	0.153918	1123.39	CPSF7	cleavage and polyadenylation specific factor 7
2055	1.77e-02	8.86e-03	0.1333	2.617476	0.348884	191	CLN8	CLN8 transmembrane ER and ERGIC protein
27102	1.77e-02	8.87e-03	0.0472	2.617141	0.123601	2139.61	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1
56950	1.77e-02	8.87e-03	0.0904	2.616968	0.236701	413.52	SMYD2	SET and MYND domain containing 2
10439	1.77e-02	8.88e-03	0.2165	-2.616557	-0.566605	65.25	OLFM1	olfactomedin 1
169834	1.78e-02	8.89e-03	0.314	-2.616071	-0.821341	30.69	ZNF883	zinc finger protein 883
10728	1.78e-02	8.90e-03	0.0412	2.61603	0.107752	3912.89	PTGES3	prostaglandin E synthase 3
23660	1.78e-02	8.90e-03	0.0968	2.615783	0.253215	379.6	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
729857	1.78e-02	8.92e-03	0.1871	2.615064	0.489388	81.73	RGPD2	RANBP2 like and GRIP domain containing 2
2747	1.78e-02	8.92e-03	0.2063	-2.615072	-0.53941	70.89	GLUD2	glutamate dehydrogenase 2
6506	1.78e-02	8.93e-03	0.2514	-2.614551	-0.657302	49.62	SLC1A2	solute carrier family 1 member 2
22989	1.79e-02	8.98e-03	0.5179	-2.61296	-1.353156	13.28	MYH15	myosin heavy chain 15
55593	1.79e-02	8.98e-03	0.0616	2.612971	0.160895	988.51	OTUD5	OTU deubiquitinase 5
29099	1.79e-02	9.00e-03	0.0897	2.612197	0.234328	393.66	COMMD9	COMM domain containing 9
5424	1.79e-02	9.00e-03	0.1058	-2.612004	-0.27624	291.54	POLD1	DNA polymerase delta 1, catalytic subunit
8899	1.80e-02	9.04e-03	0.0545	-2.610563	-0.142236	1453.46	PRPF4B	pre-mRNA processing factor 4B
55786	1.81e-02	9.09e-03	0.1456	-2.60867	-0.379868	141.6	ZNF415	zinc finger protein 415
90861	1.81e-02	9.09e-03	0.0605	2.608487	0.157752	1123.98	JPT2	Jupiter microtubule associated homolog 2
399512	1.81e-02	9.10e-03	0.1694	-2.608454	-0.441878	102.39	SLC25A35	solute carrier family 25 member 35
6038	1.82e-02	9.11e-03	0.0836	-2.607804	-0.218136	483.59	RNASE4	ribonuclease A family member 4
55696	1.82e-02	9.13e-03	0.0711	2.607326	0.185285	671.89	RBM22	RNA binding motif protein 22
64172	1.82e-02	9.16e-03	0.1743	-2.606128	-0.454292	97.35	OSGEPL1	O-sialoglycoprotein endopeptidase like 1
7700	1.83e-02	9.18e-03	0.1223	-2.605251	-0.318599	202.72	ZNF141	zinc finger protein 141
6150	1.83e-02	9.19e-03	0.1076	-2.605041	-0.280342	292.36	MRPL23	mitochondrial ribosomal protein L23
56061	1.84e-02	9.25e-03	0.0509	2.602528	0.132514	1772.14	UBFD1	ubiquitin family domain containing 1
8678	1.84e-02	9.26e-03	0.0653	2.602355	0.169999	842.83	BECN1	beclin 1
5194	1.85e-02	9.27e-03	0.0896	2.601826	0.233062	404.89	PEX13	peroxisomal biogenesis factor 13
151648	1.85e-02	9.29e-03	0.1831	-2.6011	-0.476204	92.91	SGO1	shugoshin 1
262	1.85e-02	9.29e-03	0.0652	2.601141	0.169534	1079.51	AMD1	adenosylmethionine decarboxylase 1
63934	1.85e-02	9.29e-03	0.153	2.601127	0.397889	131.01	ZNF667	zinc finger protein 667
125988	1.85e-02	9.31e-03	0.1012	2.600438	0.263082	300.56	MICOS13	mitochondrial contact site and cristae organizing system subunit 13
64951	1.85e-02	9.32e-03	0.1229	-2.600021	-0.319481	221.56	MRPS24	mitochondrial ribosomal protein S24
7319	1.86e-02	9.34e-03	0.0538	2.599299	0.139838	1346.56	UBE2A	ubiquitin conjugating enzyme E2 A
113218500	1.86e-02	9.36e-03	0.0413	-2.598597	-0.107268	4622.63	MIR10393	microRNA 10393
730198	1.86e-02	9.37e-03	0.3428	-2.598117	-0.890625	26.77	MEIS1-AS3	MEIS1 antisense RNA 3
10057	1.86e-02	9.37e-03	0.1057	-2.598077	-0.274611	391.56	ABCC5	ATP binding cassette subfamily C member 5
107282092	1.87e-02	9.40e-03	0.1365	2.597234	0.354601	156.19	BOLA2-SMG1P6	BOLA2-SMG1P6 readthrough
220388	1.87e-02	9.41e-03	0.3269	-2.59664	-0.848791	32.08	CCDC89	coiled-coil domain containing 89
30834	1.88e-02	9.44e-03	0.1641	2.595816	0.425893	118.66	POLR1H	RNA polymerase I subunit H
10773	1.88e-02	9.45e-03	0.1054	2.595163	0.273411	289.57	ZBTB6	zinc finger and BTB domain containing 6
9187	1.88e-02	9.46e-03	0.1263	-2.595127	-0.327864	196.39	SLC24A1	solute carrier family 24 member 1
284069	1.88e-02	9.46e-03	0.2252	-2.595065	-0.584402	69.86	FAM171A2	family with sequence similarity 171 member A2
339453	1.88e-02	9.46e-03	0.3075	-2.594889	-0.797815	33.54	TMEM240	transmembrane protein 240
100302285	1.88e-02	9.46e-03	0.072	2.594832	0.186924	640.15	MIR1244-1	microRNA 1244-1
54584	1.88e-02	9.46e-03	0.2128	2.594861	0.552106	64.98	GNB1L	G protein subunit beta 1 like
79885	1.88e-02	9.47e-03	0.1462	-2.594537	-0.379385	150.02	HDAC11	histone deacetylase 11
150709	1.90e-02	9.55e-03	0.2553	-2.591881	-0.661702	49.7	ANKAR	ankyrin and armadillo repeat containing
100526693	1.90e-02	9.58e-03	0.0839	2.590545	0.217386	441.15	ARPC4-TTLL3	ARPC4-TTLL3 readthrough
192217	1.91e-02	9.62e-03	0.4076	-2.589253	-1.055286	18.51	OXCT2P1	3-oxoacid CoA-transferase 2 pseudogene 1
4952	1.91e-02	9.62e-03	0.0632	2.589099	0.163629	897.92	OCRL	OCRL inositol polyphosphate-5-phosphatase
8708	1.92e-02	9.66e-03	0.7815	-2.587744	-2.022447	6.8	B3GALT1	beta-1,3-galactosyltransferase 1
7156	1.92e-02	9.66e-03	0.0834	2.58773	0.215781	462.4	TOP3A	DNA topoisomerase III alpha
2570	1.92e-02	9.67e-03	0.4691	2.587465	1.213895	14.7	GABRR2	gamma-aminobutyric acid type A receptor subunit rho2
5139	1.92e-02	9.67e-03	0.3679	-2.587467	-0.951817	24.01	PDE3A	phosphodiesterase 3A
2882	1.92e-02	9.67e-03	0.1641	2.58741	0.424709	125.02	GPX7	glutathione peroxidase 7
135250	1.92e-02	9.69e-03	0.62	-2.586845	-1.603924	9.07	RAET1E	retinoic acid early transcript 1E
100128569	1.92e-02	9.70e-03	0.1839	2.586187	0.47558	90.03	TEKTIP1	tektin bundle interacting protein 1
88	1.92e-02	9.71e-03	0.2403	2.586062	0.62146	51.29	ACTN2	actinin alpha 2
25956	1.93e-02	9.72e-03	0.2071	-2.585598	-0.535595	80.72	SEC31B	SEC31 homolog B, COPII coat complex component
441124	1.93e-02	9.73e-03	0.2447	-2.585393	-0.632599	49.14	GTF2IP20	general transcription factor IIi pseudogene 20
23016	1.93e-02	9.73e-03	0.1149	2.585184	0.297165	247.99	EXOSC7	exosome component 7
257236	1.93e-02	9.74e-03	0.4524	-2.58494	-1.169428	15.8	CCDC96	coiled-coil domain containing 96
105374848	1.93e-02	9.74e-03	0.7979	-2.584847	-2.062435	6.24	LOC105374848	uncharacterized LOC105374848
253943	1.93e-02	9.75e-03	0.0504	2.584669	0.130257	1561.99	YTHDF3	YTH N6-methyladenosine RNA binding protein 3
203328	1.93e-02	9.76e-03	0.6029	-2.584224	-1.557995	9.49	SUSD3	sushi domain containing 3
8641	1.93e-02	9.76e-03	0.1081	-2.584162	-0.279332	267.18	PCDHGB4	protocadherin gamma subfamily B, 4
56913	1.94e-02	9.81e-03	0.0713	2.582624	0.184165	641.82	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
1911	1.94e-02	9.81e-03	0.0784	-2.582391	-0.202377	538.89	PHC1	polyhomeotic homolog 1
390637	1.94e-02	9.82e-03	0.4021	-2.581999	-1.038298	23.35	GDPGP1	GDP-D-glucose phosphorylase 1
85406	1.95e-02	9.87e-03	0.0764	-2.580459	-0.197199	572.49	DNAJC14	DnaJ heat shock protein family (Hsp40) member C14
23033	1.95e-02	9.87e-03	0.0767	2.580392	0.19784	628.1	DOP1A	DOP1 leucine zipper like protein A
150786	1.95e-02	9.87e-03	0.2354	2.580186	0.607309	51.34	RAB6D	RAB6D, member RAS oncogene family
11325	1.96e-02	9.90e-03	0.0485	2.579169	0.125128	2200.25	DDX42	DEAD-box helicase 42
6080	1.96e-02	9.91e-03	0.4985	2.578853	1.285546	12.66	SNORA73A	small nucleolar RNA, H/ACA box 73A
5000	1.97e-02	9.94e-03	0.0927	-2.577755	-0.239046	376.53	ORC4	origin recognition complex subunit 4
8883	1.97e-02	9.95e-03	0.0743	-2.577634	-0.191513	614.6	NAE1	NEDD8 activating enzyme E1 subunit 1
90639	1.97e-02	9.97e-03	0.1085	2.577004	0.279729	254.25	COX19	cytochrome c oxidase assembly factor COX19
130612	1.98e-02	1.00e-02	0.1975	2.575517	0.508746	74.6	TMEM198	transmembrane protein 198
412	1.99e-02	1.00e-02	0.1329	-2.574171	-0.342128	187.16	STS	steroid sulfatase
84874	1.99e-02	1.01e-02	0.1096	-2.574052	-0.282057	301.4	ZNF514	zinc finger protein 514
285830	1.99e-02	1.01e-02	0.3897	-2.573453	-1.002808	21.28	HLA-F-AS1	HLA-F antisense RNA 1
392232	1.99e-02	1.01e-02	0.6236	-2.573318	-1.604727	9.08	LOC392232	transient receptor potential cation channel subfamily A member 1 pseudogene
286151	1.99e-02	1.01e-02	0.3603	-2.573205	-0.927195	24.26	FBXO43	F-box protein 43
7697	1.99e-02	1.01e-02	0.2127	-2.572912	-0.54738	67.16	ZNF138	zinc finger protein 138
